STARTUP_NAME,STARTUP_CONTACT,STARTUP_EMAIL,STARTUP_WEBSITE,STARTUP_ADDRESS,STARTUP_SEGMENT,STARTUP_METODOLOGY,STARTUP_DESCRIPTION,STARTUP_TAGS
HGS21,(81)98242-3079,sidneyfeijofilho@hgs21.com,hgs21.com,"Tv. do Amorim, 66 - sala 206Recife/AC. CEP: 50030-070.",AgriTech,Alocação Profissionais,"Estamos a mais de 10 anos no mercado transformando o conhecimento dos gestores em automação. Nosso objetivo é Desenvolver soluções para eliminar gargalos, defeitos e ineficiências em processos empresariais: Otimizar, sem descaracterizar!","DESENVOLVIMENTO WEB; ,negócios; ,consultoria; ,lgpd; ,eficiência; ,produtividade; ,MySQL; ,SQL SERVER; ,fintech; ,erp; ,saas; "
hayiz sistemas,(81)99447-8758,hayizsistemas@gmail.com,www.hayizsis.com.br,"rua visconde de inhauma, 371 - caruaru/PE. CEP: 55012-010.",SportTech,Alocação Profissionais,"Empresa voltada para dar suporte aos escritórios de contabilidade e de empresas, onde é gerados relatórios fiscais de controle de débitos e pendencias para que possa ser tomada a decisão em tempo hábil evitando multas e constrangimentos as empresas e escritórios.",
Haroma Candle,(81)99577-2070,haromaatendimento@outlook.com,https://instagram.com/haroma.candle?igshid=OGQ5ZDc2ODk2ZA%3D%3D&utm_source=qr,"Rua São Zacarias, 100 - Caruaru/AC. CEP: 55012-240.",Diversos Mercados,Design,Empresa de Consultoria em Marketing Olfativo com venda de produtos físicos e brindes corporativos personalizados.,"e-commerce; ,lojas virtuais; ,atacado; ,web design; ,Arquitetura Distribuída ; ,ATENDIMENTO TERAPEUTICO; ,Instagram; "
Happen,(81)99526-7570,comercial@escolahappen.com.br,escolahappe.com.br,"Av Rio branco , 139 - sala HappenRecife/AC. CEP: 50030-310.",EdTech,SaaS ,"A Happen é uma edtech pernambucana focada no desenvolvimento de Soft Skills. Atualmente, foca em soluções para dois públicos principais: jovens, onde tem parceiros como SEBRAE PE e IFPE, e corporações, onde já atendeu clientes como Tintas Iquine e Grupo Ser Educacional. A Happen também já representou Pernambuco em diversos programas de desenvolvimento pelo país, sendo listada pelo Amcham Arena 2022 como uma das 6 startups de educação mais promissoras do programa.","DESENVOLVIMENTO MOBILE; ,produtividade; ,Software escolar; ,saas; ,Desenvolvimento e Gestão de `Pessoas; ,TRANSFORMAÇÃO DIGITAL; "
Gymtime,(81)99805-7417,contato@gymtime.com.br,gymtime.com.br,"Avenida Norte Miguel Arraes , 3003 - Recife/PE. CEP: 52041-080.",HealthTech,SaaS ,"Healthtech Pernambucana fundada por Wladimilson Bernardino, Carlos Eduardo Duarte e Timoteo Barros para lutar contra o mal do século que é a inatividade física com produtos que impulsionam e facilitam a conexão usuários aos prestadores de serviços de atividade física orientada, democratizando tecnologia acessível tanto aos empreendedores do setor como aos usuários através de uma plataforma de gestão para centro fitness e profissionais prestadores de serviços e uma rede social gameficiada de promoção a adoção de hábitos saudáveis com um sistema de pay per use embarcada.","DESENVOLVIMENTO WEB; ,DESENVOLVIMENTO MOBILE; ,ANÁLISE DE DADOS; ,e-commerce; ,marketplaces; ,compra online; ,venda online; ,consultoria; ,negócios; ,vendas; ,eficiência; ,produtividade; ,lean management; ,pagamento recorrente; ,sistema de gestão; ,erp; ,cobranças; ,nota fiscal; ,plano de benefícios; ,saas; ,nuvem; ,link; ,internet; ,GestãoÁgil; ,Design; ,Design Thinking; ,Transformação Figital; ,Inovação Aberta; ,AUTOMAÇÃO COMERCIAL; ,C#; ,.NET; ,Agile Teams; ,Gestão da inovação; ,Inteligência Artificial; ,Ciência de dados; ,marketing; ,SAÚDE PÚBLICA; ,jogos; ,games; ,jogos digitais; ,Produtos financeiros; ,experiência do cliente; ,customer experiente; ,aceleração; ,varejo; ,B2B; ,vendas online; ,planejamento estrategico; ,business inteligence; ,dashboards; ,WEB; ,Cloud; ,mobile; ,Engenharia de Software; ,Backup banco de dados; ,infraestrutura em nuvem; ,front-end; ,ux design; ,web design; ,eventos; ,sáude digital; ,customer experience; "
Grite Solucoes LTDA,(81)99689-4297,diretoria@gritesolucoes.com.br,gritesolucoes.com.br,"R DONA MARIA CESAR, 170 - SALA 0203 CXPST 002RECIFE /PE. CEP: 50030-140.",Diversos Mercados,Transformação Digital,"Somos uma startup que entrega inovação aberta!
Através de interações com a sociedade, academia e mercado operacionalizamos processos de inovação, desde fomento a constução de soluções complexas. De forma maleável trabalhamos de forma colaborativa com os principais ecossistemas do país


Fomento
Desenvolvimento
Criação
De Ideathons a programas de inovação a gente conecta playres, sociedade, tecnologia a fim da geração de valor para todos os envolvidos no processo

Nossos serviços

HACKATHONS & IDEATHONS
Eventos de inovação aberta preparados para validação de hipóteses através de MVPs funcionais


PROCESSOS DE INOVAÇÃO
Criação, execução de processos de pré-incubação, incubação, aceleração, entre outros. Nosso foco é planejar o que falta e executar!

TEMOS PRODUTO TAMBÉM!

Grite Hackathons: GESTÃO DE MOVIMENTOS DE INOVAÇÃO
Nossa nova plataforma focada em gerir e compartilhar movimentos de inovação aberta!","eventos; ,Transformação Figital; ,Inovação Aberta; ,Gestão da inovação; ,Gestão de Projetos; ,hackathon; ,maratona; "
LT SERVIÇOS,(81)99752-9260,debora.ribeiro@ltsuporte.com,https://softexpe.org.br/,"RUA ANTONIO LUMARCK DO MONTE , 96 - EMPRESARIALRECIFE/AC. CEP: 51020-350.",AgriTech,Alocação Profissionais,"CONSULTORIA EM TECNOLOGIA DA IMFORMAÇAO; SUPORTE TECNICO, MANUTENÇAO E SERVIÇOS EM TI; PORTAIS, PROVEDORES DE CONTEUDO E SERVIÇOS DE IMFORMAÇAO NA INTERNET; SUPORTE REMOTO; ATIVIDADES DE COBRANÇA E INFORMAÇOES CADASTRAIS;.",suporte; 
LE FIL,(81)99966-0180,socorro@lefil.com.br,www.lefil.com.br,"Av.Agamenon Magalhaes, 2936 - Recife/PE. CEP: 52050-340.",Diversos Mercados,Brand/Mkt/Mkt Digi,Alinhamos a estratégia de marketing ao plano estratégico da empresa. Também mensuramos e aceleramos os resultados de marketing para promover a marca de forma eficiente.,marketing; 
LAWARE TECH SOLUCOES,(81)99418-0185,contato@laware.com.br,https://laware.com.br,"Rua Arnóbio Marques, 253 - Sala 1503 - Empresarial Camilo BritoRecife/PE. CEP: 50100-130.",LawTech,Transformação Digital,"Somo especializados no desenvolvimento, comercialização e implantação de Soluções para os segmentos Jurídicos e Fiscais das empresas.  Destacando os produtos e serviços abaixo:
  - Produtos:
      - Software de Gestão;
      - BI / Analytics de Dados;
      - RPAs.
- Serviços:
      - Consultoria de Implantação e Migração de Dados;
      -  Treinamentos especializados para uso das solucões;
      - Suporte Funcional Consultivo e Técnico;
      - Migração de Dados;
      - Desenvolvimento de Soluções, RPAs e Integrações.   ","consultoria; ,B.I.; ,ANÁLISE DE DADOS; ,vendas; ,sistema de gestão; ,nota fiscal; ,erp; ,saas; ,nuvem; ,gestão; ,Produtos financeiros; ,lawtech; ,juridico; ,B2B; ,dashboards; ,business inteligence; ,monitoramento; ,Engenharia de Software; ,software juridico; ,legaltech; "
LANLINK,(55)98132-3632,romulo.cholewa@lanlink.com.br,www.lanlink.com.br,"Av.Marques de Olinda, 290 - Recife/PE. CEP: 50030-000.",AgriTech,Alocação Profissionais,"A Lanlink é um integradora de soluções de hardware, software e serviços. Ofertamos Lenovo, IBM, Oracle para Datacenters em Storage, Servidores, Redes, Sistemas operacionais e Banco de Dados.","I.A.; ,B.I.; ,produtividade; ,Oracle; ,DBA; ,Sustentação de Banco; ,SQL SERVER; ,nuvem; ,AUTOMAÇÃO; ,Transformação Figital; ,Gestão de Ativos; ,TI; ,IT Outsourcing; ,low-code; ,business inteligence; ,dashboards; ,Cloud; ,Virtualização ESXI; ,Active Diretory; "
LACTECH SOLUÇÕES EM TECNOLOGIA,(81)9974-9118,alexandre@grupolac.com,Não possue,"AVENIDA REPUBLICA DO LIBANO, 251 - Torre A, sala 2304Recife/AC. CEP: 51110-160.",Diversos Mercados,ERP,"Consultoria especializada no desenvolvimento de projetos e serviços de base tecnológica.

Somos uma empresa focada em entregar serviços de tecnologia da informação e soluções customizadas, apoiamos nossos clientes e parceiros na geração de valor com impacto direto no negócio, seja na iniciativa privada ou pública.","I.A.; ,DESENVOLVIMENTO WEB; ,ANÁLISE DE DADOS; ,negócios; ,vendas; ,erp; ,AUTOMAÇÃO COMERCIAL; ,TI; ,Java; ,Inteligência Artificial; ,varejo; ,dashboards; "
LABCODES,(81)99641-6244,contato@labcodes.com.br,https://labcodes.com.br/,"Praça do Derby, 149 - Recife/PE. CEP: 52010-140.",Diversos Mercados,IT Outsourcing,"Somos uma empresa de desenvolvimento de produtos digitais personalizados que impulsiona a transformação de negócios e pessoas em direção a seu crescimento. 
Com mais de 10 anos de mercado servindo parceiros no Brasil e EUA.
",
KIWIKS SOLUÇÕES INTEGRADAS,(81)99760-1830,marcos@kiwiks.com.br,www.kiwiks.com.br,"Rua do Brum, 248 - Recife/PE. CEP: 50030-260.",EcoTech,Diversas Techs/Meths,"Informações Gerais:

Nome da Empresa: Kiwiks Soluções Integradas e Sistêmicas
Missão: Oferecer soluções inovadoras em geoprocessamento, consultoria ambiental e sustentabilidade, promovendo o desenvolvimento responsável e a inovação.
Público-Alvo: Empresas de tecnologia, setor ambiental, governos e organizações que buscam soluções ambientais e de geoprocessamento.

Produtos e Serviços:
Geoprocessamento Avançado e Aplicativos Geográficos: Mapeamentos detalhados, incluindo ortomosaicos 3D e 2D por meio de voos com drones. Personalizamos aplicativos geográficos para análises ecológicas e gestão de dados.
Consultoria Ambiental Personalizada: Estudos ambientais, planos de mitigação e conformidade com regulamentações ambientais.
Certificações Ambientais: Foco em carbono, biodiversidade e responsabilidade social.

Diferenciais da Empresa:
Parceria com a Esri/Imagem e envolvimento no ecossistema do Porto Digital.
Compromisso com a sustentabilidade e responsabilidade ambiental.
Experiência comprovada em geoprocessamento e consultoria ambiental, conforme evidenciado em nosso portfólio de serviços.

Objetivos:

Fortalecer a presença no mercado de tecnologia e geoprocessamento.
Expandir a base de clientes e estabelecer novas parcerias estratégicas.
Promover a conscientização sobre práticas sustentáveis e responsabilidade ambiental.
Mensagem-Chave:

""Na Kiwiks, nosso compromisso é oferecer soluções inovadoras e sustentáveis para nossos clientes. Com foco em geoprocessamento avançado, consultoria ambiental e certificações ambientais, estamos prontos para enfrentar os desafios ambientais e de tecnologia do futuro.""

Ações Propostas:

Expansão da Base de Clientes: Identificaremos novos segmentos de mercado e clientes em potencial que se beneficiariam de nossos serviços, alinhados com nossos projetos anteriores.
Parcerias Estratégicas: Continuaremos a buscar parcerias estratégicas com empresas que compartilham nossos valores de inovação e sustentabilidade.
Desenvolvimento de Conteúdo Específico: Criaremos conteúdo direcionado que destaque nossa expertise e experiências anteriores em geoprocessamento e consultoria ambiental.
","Meio Ambiente; ,Geoprocessamento; ,Carbono; ,Licenciamento; ,Certificação; ,GIS; "
KEYCUSTOMER,(81)98196-0066,atendimento@keyuniversity.com.br,www.keyuniversity.com.br,"Rua Alfandega, 35 - Recife/PE. CEP: 50030030.",AgriTech,Alocação Profissionais,"Key University, uma das principais instituições de capacitação profissional na área de Customer Success e Customer Experience do país. 

Nossa missão é transformar empresas comuns em negócios fascinantes e acreditamos no poder do conhecimento aplicado na prática para cumpri-la. Por isso, reunimos os melhores profissionais internacionais e nacionais sobre Customer Success e Customer Experience para compartilhar dicas, insights e tendências para você.",
KALEA,(81)98160-3753,roberto.silva@kaleacred.com,https://kaleacred.com/,"Rua do Apolo, 235 - Recife/PE. CEP: 50030220.",FinTech,Consultoria em Negócios,"O KALEA, em seu formato de marketplace reverso, é a plataforma de base tecnológica fruto direto do Laboratório de Inovações
Financeiras e Tecnológicas do Banco Central (LIFT LAB), onde teve a Microsoft como parceiro tecnológico em seu
desenvolvimento. Além disso, integra o HUB de Inovação do Banco do Nordeste. O KALEA atua por um lado como ferramenta
automatizada e inteligente de assessoria de crédito para as empresas, e por outro como ferramenta de prospecção de clientes
para os agentes financeiros de crédito.Facilitando a estruturação das análises, reduzindo a burocracia, os riscos e os custos de
crédito, de forma que eles possam realizar propostas objetivas, mais personalizadas e em condições competitivas, reduzindo
juros, alongando perfil da dívida e melhorando o fluxo de caixa das empresas.","consultoria; ,fintech; "
JÚDICE TECNOLOGIA,(81)99499-5684,wagner.sena@judicetecnologia.adv.br,www.judicetecnologia.adv.br,"Rua Dona Maria Cesar, 170 - Recife/PE. CEP: 50.030-140.",LawTech,Transformação Digital,"Através de pioneirismo e inovação, oferecemos aos nossos clientes experiências completas que proporcionam mais agilidade, qualidade e segurança em suas atividades.
A Júdice Tecnologia nasceu em 2018 de nosso potencial disruptivo de revolucionar atividades e processos realizados por advogados. Somos um one-stop-shop provider com soluções completas de ponta a ponta, formando um ecossistema que entrega conhecimento, produtividade, inteligência e eficiência para o seu negócio. Respiramos Tecnologia, e possuímos o desejo de inovar cada vez mais, revolucionando o mercado jurídico através de nossas soluções incorporadas com tecnologias de ponta.

Nossa visão é proporcionar aos nossos clientes valor agregado ao seu negócio para obtenção de resultados e informações que facilitem a tomada de decisão mais assertiva, com a missão de não apenas oferecer produtos a Júdice Tecnologia agrega conhecimento, experiência e tecnologia, para promover através de experiências a transformação de processos de negócios em um ambiente totalmente integrado, automatizado e inteligente.","I.A.; ,DESENVOLVIMENTO WEB; ,ANÁLISE DE DADOS; ,lawtech; ,software juridico; ,legaltech; ,advogado; ,escritorio de advocacia; ,departamento juridico; "
IZI SPACES,(81)99639-3232,gustavo@izispaces.com,www.izispaces.com,"RUA DO BRUM, 455 - RECIFE/AC. CEP: 50020-260.",AgriTech,Alocação Profissionais,"Somos a evolução dos empresariais corporativos. 
Oferecemos espaços de trabalho prontos para utilização, ambientes flexíveis e sem burocracia, para todo tipo e tamanho de empresa ou negócio.
Nosso objetivo é reduzir as despesas e preocupações operacionais das empresas e deixá-las focadas apenas em suas atividades.",
